"District","State","YearCode","District.Code","State.Code","Amount.of.Hydrogencarbonate","district_year_id","SDP","Ginni.Index","sdp2","sdp3","MarginOfVictory","percentagePoverty","HDI","literacyRate"
"Bilaspur","Chhattisgarh",2018,375,22,306.243529411765,"375_2018",209211,0.38,43769242521,9157006997060930,"16.2%","39.9",0.615,"70.3"
"Bilaspur","Chhattisgarh",2008,375,22,179.205882352941,"375_2008",57662,0.38,3324906244,191720743841528,"13.10%","49.4",0.576,"64.7"
"Bilaspur","Chhattisgarh",2002,375,22,189.178571428571,"375_2002",25072,0.38,628605184,15760389173248,"14.10%",".",0.559,"64.7"
"Bilaspur","Chhattisgarh",2012,375,22,271.5,"375_2012",148760,0.38,22129537600,3291990013376000,"2.6%","39.9",0.566,"74.04%"
"Bilaspur","Chhattisgarh",2006,375,22,163.5,"375_2006",50065,0.38,2506504225,125488134024625,"13.10%","49.4",0.587,"64.7"
"Bilaspur","Chhattisgarh",2007,375,22,157.333333333333,"375_2007",54112,0.38,2928108544,158445809532928,"13.10%","49.4",0.582,"64.7"
"Birbhum","West Bengal",2004,307,19,169.075,"307_2004",190029,0.24,36111020841,6862141179394389,"26.60%","34.3",0.527,"68.6"
"Birbhum","West Bengal",2017,307,19,202.397058823529,"307_2017",623787,0.24,389110221369,242721897657104416,"5.3%","20.0",0.637,"76.3"
"Birbhum","West Bengal",2013,307,19,271.794117647059,"307_2013",503952,0.24,253967618304,127987489179537408,"6.0%","20.0",0.596,"77.10%"
"Birbhum","West Bengal",2007,307,19,186.981818181818,"307_2007",234798,0.24,55130100804,12944437408577592,"26.60%","34.3",0.549,"68.6"
"Birbhum","West Bengal",2005,307,19,124.2,"307_2005",201994,0.24,40801576036,8241673549815784,"26.60%","34.3",0.534,"68.6"
"Birbhum","West Bengal",2012,307,19,138.933333333333,"307_2012",492901,0.24,242951395801,119750985941708704,"6.0%","20.0",0.586,"77.10%"
"Birbhum","West Bengal",2000,307,19,176.160714285714,"307_2000",129691,0.24,16819755481,2181370908086371,"21.40%","27",0.5,"68.6"
"Birbhum","West Bengal",2009,307,19,194.387755102041,"307_2009",263230,0.24,69290032900,18239215360267000,"6.0%","26.7",0.558,"77.10%"
"Birbhum","West Bengal",2002,307,19,167.9375,"307_2002",143931,0.24,20716132761,2981693704423491,"21.40%","27",0.508,"68.6"
"Birbhum","West Bengal",2018,307,19,229.301785714286,"307_2018",659288,0.24,434660666944,286566561788175872,"5.3%","20.0",0.637,"76.3"
"Birbhum","West Bengal",2011,307,19,173.607142857143,"307_2011",473205,0.24,223922972025,105961469977090128,"6.0%","20.0",0.578,"77.10%"
"Birbhum","West Bengal",2008,307,19,207,"307_2008",244262,0.24,59663924644,14573629561392728,"26.60%","34.3",0.555,"68.6"
"Birbhum","West Bengal",2010,307,19,174.714285714286,"307_2010",279191,0.24,77947614481,21762272434564872,"6.0%","26.7",0.567,"77.10%"
"Birbhum","West Bengal",2016,307,19,217.61320754717,"307_2016",584911,0.24,342120877921,200110264825650016,"5.3%","20.0",0.634,"76.3"
"Birbhum","West Bengal",2001,307,19,196.872340425532,"307_2001",139057,0.24,19336849249,2688924246018193,"21.40%","27",0.503,"68.6"
"Budaun","Uttar Pradesh",2002,133,9,183,"133_2002",168198,0.22,28290567204,4758416822578392,"6.80%","31.2",0.468,"56.3"
"Budaun","Uttar Pradesh",2005,133,9,303.538461538462,"133_2005",244514,0.22,59787096196,14618782039268744,"8.70%","40.9",0.498,"56.3"
"Budaun","Uttar Pradesh",2000,133,9,225.142857142857,"133_2000",160015,0.22,25604800225,4097152108003375,"6.80%","31.2",0.456,"56.3"
"Bulandshahr","Uttar Pradesh",2016,134,9,206.333333333333,"134_2016",888453,0.26,789348733209,701299250065735680,"41.8%","29.4",0.588,"67.7"
"Bulandshahr","Uttar Pradesh",2005,134,9,378,"134_2005",244514,0.26,59787096196,14618782039268744,"2.40%","40.9",0.498,"56.3"
"Bulandshahr","Uttar Pradesh",2018,134,9,249.124,"134_2018",949184,0.26,900950265856,855167577146261504,"41.8%","29.4",0.6,"67.7"
"Bulandshahr","Uttar Pradesh",2001,134,9,330.363636363636,"134_2001",162926,0.26,26544881476,4324851359358776,"12.40%","31.2",0.461,"56.3"
"Bulandshahr","Uttar Pradesh",2004,134,9,247.571428571429,"134_2004",231029,0.26,53374398841,12331033989837390,"2.40%","40.9",0.489,"56.3"
"Buldhana","Maharashtra",2007,472,27,330.346153846154,"472_2007",538081,0.25,289531162561,155791217481985440,"7.90%","38.1",0.617,"76.9"
"Buldhana","Maharashtra",2018,472,27,538.699318181818,"472_2018",1728578,0.25,2987981902084,5164959780340556800,"16.3%","17.4",0.699,"82.3"
"Buldhana","Maharashtra",2017,472,27,334.700724137931,"472_2017",1661065,0.25,2759136934225,4583105791648449536,"16.3%","17.4",0.696,"82.3"
"Buldhana","Maharashtra",2009,472,27,172.44,"472_2009",599338,0.25,359206038244,215285828549082464,"3.3%","24.5",0.629,"82.90%"
"Buldhana","Maharashtra",2014,472,27,308.993103448276,"472_2014",1345341,0.25,1809942406281,2434989726808486912,"16.3%","17.4",0.676,"82.3"
"Buldhana","Maharashtra",2015,472,27,317.84,"472_2015",1452513,0.25,2109794015169,3064503234355169792,"16.3%","17.4",0.683,"82.3"
"Buldhana","Maharashtra",2016,472,27,307.459459459459,"472_2016",1596121,0.25,2547602246641,4066281445510879744,"16.3%","17.4",0.69,"82.3"
"Buldhana","Maharashtra",2001,472,27,416.1,"472_2001",217963,0.25,47507869369,10354957731275346,"6.10%","25",0.557,"76.9"
"Buldhana","Maharashtra",2006,472,27,331.588052631579,"472_2006",481983,0.25,232307612289,111968319893889088,"7.90%","38.1",0.608,"76.9"
"Buldhana","Maharashtra",2004,472,27,392.909090909091,"472_2004",370023,0.25,136917020529,50662446687202168,"7.90%","38.1",0.589,"76.9"
"Buldhana","Maharashtra",2011,472,27,340.586206896552,"472_2011",1126595,0.25,1269216294025,1429892730767094784,"3.3%","17.4",0.652,"82.90%"
"Buldhana","Maharashtra",2008,472,27,221.434782608696,"472_2008",546533,0.25,298698320089,163248488973201440,"7.90%","38.1",0.624,"76.9"
"Buldhana","Maharashtra",2002,472,27,291.285714285714,"472_2002",232994,0.25,54286204036,12648359823163784,"6.10%","25",0.565,"76.9"
"Buldhana","Maharashtra",2012,472,27,352.583333333333,"472_2012",1189711,0.25,1415412263521,1683931539445832448,"3.3%","17.4",0.662,"82.90%"
"Buldhana","Maharashtra",2005,472,27,349.8478,"472_2005",423632,0.25,179464071424,76026723505491968,"7.90%","38.1",0.598,"76.9"
"Buldhana","Maharashtra",2013,472,27,184.777777777778,"472_2013",1267551,0.25,1606685537601,2036555859871685120,"3.3%","17.4",0.667,"82.90%"
"Buldhana","Maharashtra",2000,472,27,437.444444444444,"472_2000",210526,0.25,44321196676,9330764251411576,"6.10%","25",0.552,"76.9"
"Buxar","Bihar",2013,194,10,463.6,"194_2013",246915,0.23,60967017225,15053671058110876,"0.4%","33.7",0.538,"63.80%"
"Buxar","Bihar",2005,194,10,159,"194_2005",68419,0.23,4681159561,320280256004059,"8.50%","54.4",0.465,"47"
"Buxar","Bihar",2010,194,10,446.25,"194_2010",117503,0.23,13806955009,1622358634422527,"0.4%","53.5",0.508,"63.80%"
"Buxar","Bihar",2012,194,10,390,"194_2012",236933,0.23,56137246489,13300766222378236,"0.4%","33.7",0.531,"63.80%"
"Buxar","Bihar",2008,194,10,265.5,"194_2008",97284,0.23,9464176656,920712961802304,"8.50%","54.4",0.492,"47"
"Buxar","Bihar",2009,194,10,222.5,"194_2009",101938,0.23,10391355844,1059274032025672,"0.4%","53.5",0.498,"63.80%"
"Buxar","Bihar",2004,194,10,481,"194_2004",70167,0.23,4923407889,345460761347463,"8.50%","54.4",0.457,"47"
"Buxar","Bihar",2007,194,10,179,"194_2007",84415,0.23,7125892225,601532192173375,"8.50%","54.4",0.483,"47"
"Buxar","Bihar",2011,194,10,405.8,"194_2011",228497,0.23,52210879009,11930029220919474,"0.4%","33.7",0.521,"63.80%"
"Buxar","Bihar",2016,194,10,277.318181818182,"194_2016",289265,0.23,83674240225,24204029098684624,"14.9%","33.7",0.568,"61.8"
"Chandauli","Uttar Pradesh",2000,135,9,399.75,"135_2000",160015,0.3,25604800225,4097152108003375,"10.00%","31.2",0.456,"56.3"
"Chandauli","Uttar Pradesh",2004,135,9,298.75,"135_2004",231029,0.3,53374398841,12331033989837390,"0.20%","40.9",0.489,"56.3"
"Chandauli","Uttar Pradesh",2016,135,9,214.6,"135_2016",888453,0.3,789348733209,701299250065735680,"16.0%","29.4",0.588,"67.7"
"Chandauli","Uttar Pradesh",2018,135,9,198.86,"135_2018",949184,0.3,900950265856,855167577146261504,"16.0%","29.4",0.6,"67.7"
"Chandrapur","Maharashtra",2016,473,27,343.660377358491,"473_2016",1596121,0.3,2547602246641,4066281445510879744,"21.3%","17.4",0.69,"82.3"
"Chandrapur","Maharashtra",2013,473,27,253.36,"473_2013",1267551,0.3,1606685537601,2036555859871685120,"3.6%","17.4",0.667,"82.90%"
"Chandrapur","Maharashtra",2018,473,27,497.890714285714,"473_2018",1728578,0.3,2987981902084,5164959780340556800,"21.3%","17.4",0.699,"82.3"
"Chandrapur","Maharashtra",2007,473,27,283.763157894737,"473_2007",538081,0.3,289531162561,155791217481985440,"7.10%","38.1",0.617,"76.9"
"Chandrapur","Maharashtra",2014,473,27,212.147916666667,"473_2014",1345341,0.3,1809942406281,2434989726808486912,"21.3%","17.4",0.676,"82.3"
"Chandrapur","Maharashtra",2006,473,27,231.344857142857,"473_2006",481983,0.3,232307612289,111968319893889088,"7.10%","38.1",0.608,"76.9"
"Chandrapur","Maharashtra",2005,473,27,317.967757575758,"473_2005",423632,0.3,179464071424,76026723505491968,"7.10%","38.1",0.598,"76.9"
"Chandrapur","Maharashtra",2008,473,27,424.8,"473_2008",546533,0.3,298698320089,163248488973201440,"7.10%","38.1",0.624,"76.9"
"Chandrapur","Maharashtra",2000,473,27,368.15,"473_2000",210526,0.3,44321196676,9330764251411576,"0.30%","25",0.552,"76.9"
"Chandrapur","Maharashtra",2012,473,27,260.358974358974,"473_2012",1189711,0.3,1415412263521,1683931539445832448,"3.6%","17.4",0.662,"82.90%"
"Chandrapur","Maharashtra",2017,473,27,442.266404255319,"473_2017",1661065,0.3,2759136934225,4583105791648449536,"21.3%","17.4",0.696,"82.3"
"Chandrapur","Maharashtra",2009,473,27,287.416666666667,"473_2009",599338,0.3,359206038244,215285828549082464,"3.6%","24.5",0.629,"82.90%"
"Chandrapur","Maharashtra",2002,473,27,213.522727272727,"473_2002",232994,0.3,54286204036,12648359823163784,"0.30%","25",0.565,"76.9"
"Chandrapur","Maharashtra",2001,473,27,351.931818181818,"473_2001",217963,0.3,47507869369,10354957731275346,"0.30%","25",0.557,"76.9"
"Chandrapur","Maharashtra",2015,473,27,332.814814814815,"473_2015",1452513,0.3,2109794015169,3064503234355169792,"21.3%","17.4",0.683,"82.3"
"Chandrapur","Maharashtra",2004,473,27,416.880952380952,"473_2004",370023,0.3,136917020529,50662446687202168,"7.10%","38.1",0.589,"76.9"
"Chandrapur","Maharashtra",2011,473,27,367.652173913043,"473_2011",1126595,0.3,1269216294025,1429892730767094784,"3.6%","17.4",0.652,"82.90%"
"Chatra","Jharkhand",2008,323,20,229.4,"323_2008",60472,0.21,3656862784,221137806274048,"4.30%","45.3",0.577,"53.6"
"Chatra","Jharkhand",2004,323,20,194.666666666667,"323_2004",53056,0.21,2814939136,149349410799616,"4.30%","45.3",0.576,"53.6"
"Chatra","Jharkhand",2013,323,20,270.166666666667,"323_2013",150609,0.21,22683070881,3416274622316529,"3.4%","37.0",0.571,"67.60%"
"Chatra","Jharkhand",2009,323,20,305,"323_2009",66465,0.21,4417596225,293615533094625,"3.4%","39.1",0.569,"67.60%"
"Chatra","Jharkhand",2012,323,20,233.166666666667,"323_2012",149526,0.21,22358024676,3343105997703576,"3.4%","37.0",0.567,"67.60%"
"Chatra","Jharkhand",2011,323,20,244.16,"323_2011",137383,0.21,18874088689,2592978926360887,"3.4%","37.0",0.569,"67.60%"
"Chatra","Jharkhand",2010,323,20,210.2,"323_2010",76134,0.21,5796385956,441302048374104,"3.4%","39.1",0.567,"67.60%"
"Chatra","Jharkhand",2006,323,20,159,"323_2006",51527,0.21,2655031729,136805819900183,"4.30%","45.3",0.588,"53.6"
"Chhindwara","Madhya Pradesh",2009,399,23,279.861111111111,"399_2009",147933,0.44,21884172489,3237391288815237,"14.6%","36.7",0.522,"70.60%"
"Chhindwara","Madhya Pradesh",2007,399,23,260.619047619048,"399_2007",119958,0.44,14389921764,1726186234965912,"8.50%","48.6",0.513,"63.7"
"Chhindwara","Madhya Pradesh",2011,399,23,271.25,"399_2011",282371,0.44,79733381641,22514394707350812,"14.6%","31.7",0.543,"70.60%"
"Chhindwara","Madhya Pradesh",2000,399,23,258.030303030303,"399_2000",66750,0.44,4455562500,297408796875000,"29.70%","37.4",0.453,"63.7"
"Chhindwara","Madhya Pradesh",2006,399,23,246.25,"399_2006",114545,0.44,13120557025,1502894204428625,"8.50%","48.6",0.505,"63.7"
"Chhindwara","Madhya Pradesh",2004,399,23,265.518518518519,"399_2004",99940,0.44,9988003600,998201079784000,"8.50%","48.6",0.486,"63.7"
"Chhindwara","Madhya Pradesh",2018,399,23,265.243243243243,"399_2018",482361,0.44,232672134321,112231963383211888,"10.5%","31.7",0.606,"69.3"
"Chhindwara","Madhya Pradesh",2010,399,23,290,"399_2010",155701,0.44,24242801401,3774628420937101,"14.6%","36.7",0.531,"70.60%"
"Chhindwara","Madhya Pradesh",2005,399,23,270.379310344828,"399_2005",104975,0.44,11019750625,1156798321859375,"8.50%","48.6",0.495,"63.7"
"Chhindwara","Madhya Pradesh",2012,399,23,160.659666666667,"399_2012",306853,0.44,94158763609,28892899089712476,"14.6%","31.7",0.551,"70.60%"
"Chhindwara","Madhya Pradesh",2013,399,23,224.56805,"399_2013",322598,0.44,104069469604,33572602755311192,"14.6%","31.7",0.56,"70.60%"
"Chhindwara","Madhya Pradesh",2016,399,23,222.27027027027,"399_2016",419465,0.44,175950886225,73805238490369632,"10.5%","31.7",0.597,"69.3"
"Chhindwara","Madhya Pradesh",2002,399,23,288.39696969697,"399_2002",67795,0.44,4596162025,311596804484875,"29.70%","37.4",0.464,"63.7"
"Chhindwara","Madhya Pradesh",2014,399,23,331.833333333333,"399_2014",339247,0.44,115088527009,39043437522222224,"10.5%","31.7",0.574,"69.3"
"Chhindwara","Madhya Pradesh",2017,399,23,311.675675675676,"399_2017",441956,0.44,195325105936,86325102519050816,"10.5%","31.7",0.603,"69.3"
"Chhindwara","Madhya Pradesh",2001,399,23,309.515151515152,"399_2001",71525,0.44,5115825625,365909427828125,"29.70%","37.4",0.457,"63.7"
"Chitradurga","Karnataka",2016,533,29,300.325130434783,"533_2016",851394,0.21,724871743236,617151452960670976,"9.2%","20.9",0.676,"75.4"
"Chitradurga","Karnataka",2013,533,29,349.017857142857,"533_2013",646787,0.21,418333423369,270572619900565408,"16.2%","20.9",0.633,"75.60%"
"Chitradurga","Karnataka",2018,533,29,292.291666666667,"533_2018",974815,0.21,950264284225,926331878226793344,"9.2%","20.9",0.68,"75.4"
"Chitradurga","Karnataka",2005,533,29,321.5625,"533_2005",164031,0.21,26906168961,4413445800841791,"4.10%","33.4",0.561,"66.6"
"Chitradurga","Karnataka",2001,533,29,234.25,"533_2001",92788,0.21,8609612944,798868765847872,"1.30%","20",0.518,"66.6"
"Chittoor","Andhra Pradesh",2017,503,28,447.8,"503_2017",526626,0.31,277334943876,146051792153642368,"3.7%","9.2",0.645,"67"
"Chittoor","Andhra Pradesh",2006,503,28,278.815789473684,"503_2006",141610,0.31,20053392100,2839760855281000,"7.10%","29.9",0.538,"60.5"
"Chittoor","Andhra Pradesh",2016,503,28,423.666666666667,"503_2016",477566,0.31,228069284356,108918135852757488,"3.7%","9.2",0.643,"67"
"Chittoor","Andhra Pradesh",2007,503,28,473.538461538462,"503_2007",159270,0.31,25366932900,4040191402983000,"7.10%","29.9",0.548,"60.5"
"Chittoor","Andhra Pradesh",2004,503,28,192.296296296296,"503_2004",121388,0.31,14735046544,1788657829883072,"7.10%","29.9",0.515,"60.5"
"Chittoor","Andhra Pradesh",2008,503,28,373.054054054054,"503_2008",163341,0.31,26680282281,4357983988060821,"7.10%","29.9",0.557,"60.5"
"Chittoor","Andhra Pradesh",2011,503,28,356.652173913043,"503_2011",339996,0.31,115597280016,39302612816319936,"1.0%","9.2",0.589,"67.70%"
"Chittoor","Andhra Pradesh",2013,503,28,253.708333333333,"503_2013",360239,0.31,129772137121,46748984904331920,"1.0%","9.2",0.608,"67.70%"
"Chittoor","Andhra Pradesh",2014,503,28,346.096774193548,"503_2014",397064,0.31,157659820096,62601038806598144,"3.7%","9.2",0.621,"67"
"Chittoor","Andhra Pradesh",2010,503,28,407.864864864865,"503_2010",186041,0.31,34611253681,6439112246066921,"1.0%","21.1",0.574,"67.70%"
"Chittoor","Andhra Pradesh",2005,503,28,435.416666666667,"503_2005",128150,0.31,16422422500,2104533443375000,"7.10%","29.9",0.526,"60.5"
"Chittoor","Andhra Pradesh",2018,503,28,376.53125,"503_2018",558862,0.31,312326735044,174547543800159936,"3.7%","9.2",0.644,"67"
"Chittoor","Andhra Pradesh",2000,503,28,252.568181818182,"503_2000",126035,0.31,15884821225,2002043443092875,"2.20%","15.8",0.473,"60.5"
"Chittoor","Andhra Pradesh",2015,503,28,394.875,"503_2015",446997,0.31,199806318009,89312824731068976,"3.7%","9.2",0.631,"67"
"Chittoor","Andhra Pradesh",2009,503,28,262,"503_2009",174401,0.31,30415708801,5304530030603201,"1.0%","21.1",0.563,"67.70%"
"Churu","Rajasthan",2008,96,8,383.941176470588,"96_2008",152284,0.21,23190416656,3531529410042304,"3.60%","34.4",0.529,"60.1"
"Churu","Rajasthan",2011,96,8,345.927,"96_2011",395331,0.21,156286599561,61784937691049688,"1.5%","14.7",0.555,"67.10%"
"Churu","Rajasthan",2006,96,8,427,"96_2006",134350,0.21,18049922500,2425007087875000,"3.60%","34.4",0.514,"60.1"
"Churu","Rajasthan",2004,96,8,491.111111111111,"96_2004",112636,0.21,12686868496,1428998119915456,"3.60%","34.4",0.496,"60.1"
"Churu","Rajasthan",2013,96,8,292.294117647059,"96_2013",434292,0.21,188609541264,81911614894625088,"1.5%","14.7",0.576,"67.10%"
"Churu","Rajasthan",2016,96,8,422.047619047619,"96_2016",529650,0.21,280529122500,148582249732124992,"26.1%","14.7",0.622,"66.1"
"Churu","Rajasthan",2015,96,8,400.411764705882,"96_2015",501922,0.21,251925694084,126447048226029440,"26.1%","14.7",0.606,"66.1"
"Churu","Rajasthan",2001,96,8,412.210526315789,"96_2001",79936,0.21,6389764096,510772182777856,"6.80%","15.3",0.467,"60.1"
"Churu","Rajasthan",2010,96,8,438.730769230769,"96_2010",185366,0.21,34360553956,6369278444607896,"1.5%","24.8",0.542,"67.10%"
"Churu","Rajasthan",2000,96,8,366.6875,"96_2000",71764,0.21,5150071696,369589745191744,"6.80%","15.3",0.463,"60.1"
"Churu","Rajasthan",2009,96,8,432.375,"96_2009",161159,0.21,25972223281,4185657531742679,"1.5%","24.8",0.533,"67.10%"
"Churu","Rajasthan",2002,96,8,387.4375,"96_2002",70333,0.21,4946730889,347918423616037,"6.80%","15.3",0.474,"60.1"
"Churu","Rajasthan",2007,96,8,423.1875,"96_2007",140471,0.21,19732101841,2771788077707111,"3.60%","34.4",0.522,"60.1"
"Churu","Rajasthan",2005,96,8,651.833333333333,"96_2005",120202,0.21,14448520804,1736741097682408,"3.60%","34.4",0.505,"60.1"
"Churu","Rajasthan",2017,96,8,404.130434782609,"96_2017",557618,0.21,310937833924,173384533077033024,"26.1%","14.7",0.634,"66.1"
"Churu","Rajasthan",2014,96,8,350.266666666667,"96_2014",465408,0.21,216604606464,100809516685197312,"26.1%","14.7",0.592,"66.1"
"Churu","Rajasthan",2018,96,8,316.5,"96_2018",568102,0.21,322739882404,183349172673477216,"26.1%","14.7",0.643,"66.1"
"Churu","Rajasthan",2012,96,8,470.411764705882,"96_2012",409802,0.21,167937679204,68821196813157608,"1.5%","14.7",0.563,"67.10%"
"Coimbatore","Tamil Nadu",2015,569,33,392.066666666667,"569_2015",862437,0.34,743797578969,641478552613287424,"3.6%","11.3",0.693,"80.1"
"Coimbatore","Tamil Nadu",2014,569,33,397.872727272727,"569_2014",791915,0.34,627129367225,496633152845985856,"3.6%","11.3",0.684,"80.1"
"Coimbatore","Tamil Nadu",2002,569,33,461.769230769231,"569_2002",124521,0.34,15505479441,1930757805472761,"6.20%","21.1",0.554,"73.5"
"Coimbatore","Tamil Nadu",2011,569,33,274,"569_2011",674478,0.34,454920572484,306833917887863360,"4.7%","11.3",0.656,"80.30%"
"Coimbatore","Tamil Nadu",2005,569,33,376.769230769231,"569_2005",221588,0.34,49101241744,10880245955569472,"18.70%","28.9",0.596,"73.5"
"Coimbatore","Tamil Nadu",2017,569,33,435.1768,"569_2017",1000308,0.34,1000616094864,1000924284621218176,"3.6%","11.3",0.703,"80.1"
"Coimbatore","Tamil Nadu",2018,569,33,399.0708,"569_2018",1071602,0.34,1148330846404,1230553631668219136,"3.6%","11.3",0.702,"80.1"
"Coimbatore","Tamil Nadu",2004,569,33,356.75,"569_2004",193645,0.34,37498386025,7261374961811125,"18.70%","28.9",0.583,"73.5"
"Coimbatore","Tamil Nadu",2000,569,33,374.588235294118,"569_2000",126349,0.34,15964069801,2017044255286549,"6.20%","21.1",0.537,"73.5"
"Coimbatore","Tamil Nadu",2006,569,33,435.307692307692,"569_2006",256286,0.34,65682513796,16833508730721656,"18.70%","28.9",0.609,"73.5"
"Coimbatore","Tamil Nadu",2001,569,33,435.647058823529,"569_2001",123901,0.34,15351457801,1902060973001701,"6.20%","21.1",0.545,"73.5"
"Coimbatore","Tamil Nadu",2010,569,33,262.071428571429,"569_2010",359961,0.34,129571921521,46640838442620680,"4.7%","17.1",0.641,"80.30%"
"Coimbatore","Tamil Nadu",2016,569,33,268.984615384615,"569_2016",922084,0.34,850238903056,783991688685488640,"3.6%","11.3",0.702,"80.1"
"Coimbatore","Tamil Nadu",2009,569,33,379.214285714286,"569_2009",316760,0.34,100336897600,31782715683776000,"4.7%","17.1",0.631,"80.30%"
"Coimbatore","Tamil Nadu",2007,569,33,409.066666666667,"569_2007",272340,0.34,74169075600,20199206048904000,"18.70%","28.9",0.618,"73.5"
"Cuddalore","Tamil Nadu",2005,570,33,327.75,"570_2005",221588,0.27,49101241744,10880245955569472,"17.30%","28.9",0.596,"73.5"
"Cuddalore","Tamil Nadu",2010,570,33,396.818181818182,"570_2010",359961,0.27,129571921521,46640838442620680,"3.1%","17.1",0.641,"80.30%"
"Cuddalore","Tamil Nadu",2013,570,33,0,"570_2013",750416,0.27,563124173056,422577389447991296,"3.1%","11.3",0.673,"80.30%"
"Cuddalore","Tamil Nadu",2002,570,33,416,"570_2002",124521,0.27,15505479441,1930757805472761,"10.20%","21.1",0.554,"73.5"
"Cuddalore","Tamil Nadu",2016,570,33,272.121739130435,"570_2016",922084,0.27,850238903056,783991688685488640,"20.6%","11.3",0.702,"80.1"
"Cuddalore","Tamil Nadu",2018,570,33,278.076857142857,"570_2018",1071602,0.27,1148330846404,1230553631668219136,"20.6%","11.3",0.702,"80.1"
"Cuddalore","Tamil Nadu",2009,570,33,234.363636363636,"570_2009",316760,0.27,100336897600,31782715683776000,"3.1%","17.1",0.631,"80.30%"
"Cuddalore","Tamil Nadu",2000,570,33,268.333333333333,"570_2000",126349,0.27,15964069801,2017044255286549,"10.20%","21.1",0.537,"73.5"
"Cuddalore","Tamil Nadu",2015,570,33,238.888888888889,"570_2015",862437,0.27,743797578969,641478552613287424,"20.6%","11.3",0.693,"80.1"
"Cuddalore","Tamil Nadu",2007,570,33,206.75,"570_2007",272340,0.27,74169075600,20199206048904000,"17.30%","28.9",0.618,"73.5"
"Cuddalore","Tamil Nadu",2014,570,33,368.822222222222,"570_2014",791915,0.27,627129367225,496633152845985856,"20.6%","11.3",0.684,"80.1"
"Cuddalore","Tamil Nadu",2011,570,33,312.444444444444,"570_2011",674478,0.27,454920572484,306833917887863360,"3.1%","11.3",0.656,"80.30%"
"Cuddalore","Tamil Nadu",2001,570,33,320.538461538462,"570_2001",123901,0.27,15351457801,1902060973001701,"10.20%","21.1",0.545,"73.5"
"Cuddalore","Tamil Nadu",2017,570,33,282.92448,"570_2017",1000308,0.27,1000616094864,1000924284621218176,"20.6%","11.3",0.703,"80.1"
"Cuddalore","Tamil Nadu",2004,570,33,213.285714285714,"570_2004",193645,0.27,37498386025,7261374961811125,"17.30%","28.9",0.583,"73.5"
"Cuddalore","Tamil Nadu",2006,570,33,331.727272727273,"570_2006",256286,0.27,65682513796,16833508730721656,"17.30%","28.9",0.609,"73.5"
"Cuttack","Odisha",2009,350,21,202.485714285714,"350_2009",93957,0.29,8827917849,829444677338493,"29.1%","37.0",0.519,"73.50%"
"Cuttack","Odisha",2013,350,21,158.137254901961,"350_2013",233122,0.29,54345866884,12669217179731848,"29.1%","32.6",0.562,"73.50%"
"Cuttack","Odisha",2017,350,21,195.388888888889,"350_2017",316192,0.29,99977380864,31612048010149888,"31.3%","32.6",0.604,"72.9"
"Cuttack","Odisha",2018,350,21,222.056603773585,"350_2018",338339,0.29,114473278921,38730774716852216,"31.3%","32.6",0.607,"72.9"
"Cuttack","Odisha",2012,350,21,227.640909090909,"350_2012",216301,0.29,46786122601,10119885104718902,"29.1%","32.6",0.552,"73.50%"
"Cuttack","Odisha",2015,350,21,188.593220338983,"350_2015",253192,0.29,64106188864,16231174170853888,"31.3%","32.6",0.586,"72.9"
"Cuttack","Odisha",2014,350,21,234.333333333333,"350_2014",235931,0.29,55663436761,13132730298459492,"31.3%","32.6",0.575,"72.9"
"Dadra And Nagar Haveli","Gujarat",2014,465,38,116.777777777778,"465_2014",705629,0.35,497912285641,351341348204573184,"3.8%","16.6",0.642,"78"
"Dadra And Nagar Haveli","Gujarat",2016,465,38,249.666666666667,"465_2016",843930,0.35,712217844900,601062005846456960,"3.8%","16.6",0.666,"78"
"Dadra And Nagar Haveli","Gujarat",2018,465,38,239.73,"465_2018",1034399,0.35,1069981291201,1106787577637023232,"3.8%","16.6",0.657,"78"
"Dadra And Nagar Haveli","Gujarat",2015,465,38,165,"465_2015",774775,0.35,600276300625,465079070816734400,"3.8%","16.6",0.654,"78"
"Dadra And Nagar Haveli","Gujarat",2017,465,38,215.2996,"465_2017",946511,0.35,895883073121,847963183422830848,"3.8%","16.6",0.662,"78"
"Dakshina Kannada","Karnataka",2018,534,29,0,"534_2018",974815,0.44,950264284225,926331878226793344,"11.9%","20.9",0.68,"75.4"
"Dakshina Kannada","Karnataka",2013,534,29,61.6666666666667,"534_2013",646787,0.44,418333423369,270572619900565408,"4.0%","20.9",0.633,"75.60%"
"Dakshina Kannada","Karnataka",2012,534,29,61.7272727272727,"534_2012",593192,0.44,351876748864,208730472412133888,"4.0%","20.9",0.622,"75.60%"
"Dakshina Kannada","Karnataka",2010,534,29,60.16,"534_2010",240817,0.44,57992827489,13965658737418512,"4.0%","23.6",0.599,"75.60%"
"Dakshina Kannada","Karnataka",2009,534,29,50.8461538461538,"534_2009",218363,0.44,47682399769,10412071860758146,"4.0%","23.6",0.59,"75.60%"
"Dakshina Kannada","Karnataka",2016,534,29,74.0374476190476,"534_2016",851394,0.44,724871743236,617151452960670976,"11.9%","20.9",0.676,"75.4"
"Damoh","Madhya Pradesh",2017,400,23,279.210526315789,"400_2017",441956,0.23,195325105936,86325102519050816,"23.4%","31.7",0.603,"69.3"
